Track Name,Artist(s),Album,Release Date,Duration (ms),Spotify URL
Say My Name,Destiny's Child,The Writing's On The Wall,1999-07-27,271333,https://open.spotify.com/track/7H6ev70Weq6DdpZyyTmUXk
POWER,Kanye West,My Beautiful Dark Twisted Fantasy,2010-11-22,292093,https://open.spotify.com/track/2gZUPNdnz5Y45eiGxpHGSc
Ni**as In Paris,"JAY-Z, Kanye West",Watch The Throne (Deluxe),2011-08-08,219333,https://open.spotify.com/track/4Li2WHPkuyCdtmokzW2007
Seven Nation Army,The White Stripes,Elephant,2003-04-01,232106,https://open.spotify.com/track/3dPQuX8Gs42Y7b454ybpMR
I WANNA BE YOUR SLAVE,Måneskin,Teatro d'ira - Vol. I,2021-03-19,173346,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
Can't Hold Us (feat. Ray Dalton),"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",The Heist,2012-10-09,258342,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
Womanizer,Britney Spears,Circus (Deluxe Version),2008-12-02,224400,https://open.spotify.com/track/4fixebDZAVToLbUCuEloa2
Umbrella,"Rihanna, JAY-Z",Good Girl Gone Bad: Reloaded,2008-06-02,275986,https://open.spotify.com/track/49FYlytm3dAAraYgpoJZux
INDUSTRY BABY (feat. Jack Harlow),"Lil Nas X, Jack Harlow",INDUSTRY BABY (feat. Jack Harlow),2021-07-23,212000,https://open.spotify.com/track/27NovPIUIRrOZoCHxABJwK
MONTERO (Call Me By Your Name),Lil Nas X,MONTERO,2021-09-17,137704,https://open.spotify.com/track/1SC5rEoYDGUK4NfG82494W
Je M'appelle,Benzz,Je M'appelle (Remix),2022-06-09,139574,https://open.spotify.com/track/0vcQ83gzkXogt2wys76aMw
"Quevedo: Bzrp Music Sessions, Vol. 52","Bizarrap, Quevedo","Quevedo: Bzrp Music Sessions, Vol. 52",2022-07-06,198937,https://open.spotify.com/track/2tTmW7RDtMQtBk7m2rYeSw
Sweet but Psycho,Ava Max,Heaven & Hell,2020-09-18,187436,https://open.spotify.com/track/7DnAm9FOTWE3cUvso43HhI
I Gotta Feeling,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],2009-01-01,289133,https://open.spotify.com/track/4kLLWz7srcuLKA7Et40PQR
Temperature,Sean Paul,The Trinity,2005-09-27,218573,https://open.spotify.com/track/0k2GOhqsrxDTAbFFSdNJjT
On The Floor,"Jennifer Lopez, Pitbull",Love?,2011-04-29,284866,https://open.spotify.com/track/3C0nOe05EIt1390bVABLyN
Fight For This Love,Cheryl,3 Words,2009-01-01,223253,https://open.spotify.com/track/33IQnmtJYjCcrvUUMQgi80
Dangerous Woman,Ariana Grande,Dangerous Woman,2016-04-01,235946,https://open.spotify.com/track/3nef5W8jTkXrOKgCu4kmq7
God's Plan,Drake,Scorpion,2018-06-29,198973,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
One Dance,"Drake, Wizkid, Kyla",Views,2016-05-06,173986,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
Hips Don't Lie (feat. Wyclef Jean),"Shakira, Wyclef Jean","Oral Fixation, Vol. 2 (Expanded Edition)",2005-11-28,218093,https://open.spotify.com/track/3ZFTkvIE7kyPt6Nu3PEa7V
Toxic,Britney Spears,In The Zone,2003-11-13,198800,https://open.spotify.com/track/6I9VzXrHxO9rA9A5euc8Ak
Oops!...I Did It Again,Britney Spears,Oops!... I Did It Again,2000-05-16,211160,https://open.spotify.com/track/6naxalmIoLFWR0siv8dnQQ
Don't Stop The Music,Rihanna,Good Girl Gone Bad: Reloaded,2008-06-02,267080,https://open.spotify.com/track/0ByMNEPAPpOR5H69DVrTNy
Only Girl (In The World),Rihanna,Loud,2010-11-15,235520,https://open.spotify.com/track/6jAsmDJI8iPhGWtS27kZ67
Give Me Everything (feat. Nayer),"Pitbull, AFROJACK, Ne-Yo, Nayer",Planet Pit (Deluxe Version),2011-06-17,252306,https://open.spotify.com/track/4QNpBfC0zvjKqPJcyqBy9W
